,t,θ,dθ,ddθ,trq,w1,w2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002,7.272486801653566e-05,0.000139903505172642,0.14950459540123484,0.00017888905416111816,-5.454649218354454e-08,-6.306350831805534e-08
2,0.004,0.00028395802347203595,0.0006358332610651502,0.3566839135413797,0.00044703182459906684,-4.835825045195471e-07,-5.591463585361975e-07
3,0.006,0.0006237047038155191,0.0016040686950307623,0.6223333463955611,0.0008155304692242794,-1.790050727632801e-06,-2.06998834404195e-06
4,0.008,0.0010825086263687033,0.0031608618920943104,0.9456617699857578,0.0012946048563790254,-4.617299228726657e-06,-5.3400288677457815e-06
5,0.01,0.0016514299687717933,0.005419453253342261,1.3244791876144208,0.0018936098516304095,-9.746899171072993e-06,-1.127406655992576e-05
6,0.012,0.0023220240148528995,0.00848747605454399,1.7553967995912767,0.0026210701119080307,-1.8092740299810673e-05,-2.093064295256721e-05
7,0.014,0.0030863204520952606,0.012464765549156572,2.234030696104371,0.003484723436397143,-3.069213747566269e-05,-3.551199545406903e-05
8,0.016,0.003936803307052126,0.01744157278596413,2.755202412646769,0.00449156829464214,-4.869445004925577e-05,-5.6351156804217854e-05
9,0.018000000000000002,0.004866391505233351,0.02349717153427159,3.313131258873646,0.0056479123129136105,-7.334770968681486e-05,-8.489677068380613e-05
10,0.02,0.005868420042161184,0.03069883795777502,3.9016147000683135,0.006959419411311353,-0.00010598373334743001,-0.0001226961710338587
11,0.022,0.006936621752465053,0.03910117640293031,4.514194190049181,0.008431153997945036,-0.00014800216983090628,-0.00017137723978059667
12,0.024,0.008065109664056392,0.04874576041725976,5.144304768824624,0.010067621183710924,-0.00020085389341813222,-0.00023262951724001385
13,0.026000000000000002,0.009248359924594711,0.059661055513720355,5.785407482303184,0.011872802413854876,-0.00026602411886918567,-0.00030818499408944106
14,0.028,0.010481195287625965,0.07186258893720238,6.431104282611722,0.013850186245859838,-0.00034501557026948485,-0.00039979896556211457
15,0.03,0.011758769145941145,0.08535333150658714,7.075235548592136,0.016002794257149774,-0.00043933199341477763,-0.0005092312791618021
16,0.032,0.013076550099871895,0.10012425727915639,7.71196074496266,0.01833320225604644,-0.0005504622588015508,-0.0006382282580859486
17,0.034,0.014430307048404723,0.11615504812524437,8.335823030748568,0.020843557107842393,-0.0006798652607907209,-0.000788505534777234
18,0.036000000000000004,0.01581609479116126,0.1334149121495677,8.941798845494155,0.023535589584407244,-0.0008289557788764286,-0.0009617319834388365
19,0.038,0.01723024012945568,0.15186348711448747,9.525333656471942,0.026410623708457467,-0.0009990914297731957,-0.0011595148975817263
20,0.04,0.01866932845480375,0.17145180249301967,10.082365150928815,0.029469583098782656,-0.0011915608046324788,-0.001383386519177067
21,0.042,0.020130190813420136,0.19212327640666013,10.60933521280631,0.03271299483582168,-0.0014075728543795126,-0.001634791990064147
22,0.044,0.02160989143540076,0.21381472640165392,11.103192040721089,0.036140991362438715,-0.0016482475580762111,-0.0019150787640853741
23,0.046,0.023105715717448336,0.2364573757181004,11.56138374973402,0.039753310916165914,-0.0019146078844239185,-0.0022254874900470515
24,0.048,0.024615158648156936,0.25997783935222485,11.981844759932363,0.04354929696025201,-0.0022075730350003407,-0.002567144351009859
25,0.05,0.026135913665029795,0.28429907675789073,12.362976214902998,0.04752789704377379,-0.0025279529394934388,-0.0029410548244948095
26,0.052000000000000005,0.027665861932561986,0.3093413004437555,12.70362159799937,0.051687661478772455,-0.0028764439579156836,-0.0033480988107891714
27,0.054,0.029203062030874416,0.33502283197002136,13.003038627842727,0.056026742176547406,-0.0032536257323797107,-0.0037890270624475813
28,0.056,0.03074574004454147,0.3612608989164537,13.260868420529075,0.06054289193781383,-0.003659959121287076,-0.004264458837068811
29,0.058,0.03229228004140731,0.3879723682676352,13.47710280787046,0.0652334644439001,-0.004095785141501627,-0.004774880687228185
30,0.06,0.03384121493134026,0.41507441333834255,13.652050601002573,0.07009541514936342,-0.004561324839012207,-0.005320646295786313
31,0.062,0.03539121769502452,0.44248511283922287,13.786303489896245,0.07512530323209048,-0.005056680005495167,-0.005901977261397419
32,0.064,0.03694109297304059,0.4701239819654042,13.880702172690837,0.08031929471491482,-0.005581834656825492,-0.00651896473762805
33,0.066,0.03848976900563493,0.4979124364836611,13.93630321658767,0.08567316683437964,-0.00613665718972159,-0.007171571829397658
34,0.068,0.040036289913728304,0.5257741917084613,13.954347064941892,0.09118231369738733,-0.006720903134117451,-0.007859636652206901
35,0.07,0.04157980831185923,0.5536355990031715,13.93622752460512,0.09684175323591765,-0.007334218421323863,-0.008582875962581149
36,0.07200000000000001,0.043119578243906734,0.5814259230346928,13.883462992941151,0.10264613544267397,-0.00797614309136892,-0.009340889272097088
37,0.074,0.044654948432581144,0.6090775634601793,13.797669617466482,0.10858975184848141,-0.008646115366914014,-0.010133163362068561
38,0.076,0.046185355833816735,0.6365262250477219,13.680536520420247,0.11466654618261332,-0.009343476025659044,-0.010959077121252976
39,0.078,0.04771031948734308,0.6637110404447355,13.533803168552337,0.12087012614311174,-0.010067473008030424,-0.011817906634630573
40,0.08,0.049229434654855415,0.6905746499193547,13.359238921715372,0.12719377619162114,-0.010817266202056473,-0.012708830457254922
41,0.082,0.050742367237345126,0.7170632424283239,13.158624755141194,0.1336304712795614,-0.011591932352561158,-0.013630935013241254
42,0.084,0.05224884846329123,0.7431265623201012,12.933737117337316,0.14017289140706857,-0.012390470047050753,-0.014583220066037862
43,0.08600000000000001,0.053748669839555195,0.7687178858773893,12.686333857814173,0.14681343691264379,-0.013211804735845269,-0.015564604212118652
44,0.088,0.05524167835695708,0.7937939717501477,12.4181421378825,0.15354424439182254,-0.014054793749047634,-0.01657393035606278
45,0.09,0.05672777194265134,0.8183149891381919,12.130848219940555,0.16035720314353746,-0.014918231277793337,-0.017609971130587192
46,0.092,0.05820689515155448,0.8422444273605668,11.826089018638811,0.16724397204642463,-0.015800853291836316,-0.018671434230418362
47,0.094,0.05967903508921273,0.8655489902072419,11.505445288488762,0.17419599677158148,-0.01670134236987081,-0.019756967633893927
48,0.096,0.06114421755863416,0.8881984782104563,11.170436316308752,0.18120452724261635,-0.01761833242303928,-0.02086516469084614
49,0.098,0.06260250342373912,0.9101656617095025,10.822515985562239,0.18826063526128445,-0.01855041329581735,-0.021994569059618767
50,0.1,0.06405398518221904,0.931426147314047,10.463070078264238,0.1953552322220113,-0.0194961352318904,-0.023143679480000023
51,0.10200000000000001,0.06549878374072174,0.9519582401069581,10.093414683038597,0.20247908684661828,-0.020454013195740188,-0.02431095437241274
52,0.10400000000000001,0.06693704538541409,0.971742803665816,9.714795580590987,0.20962284287638616,-0.021422531043446668,-0.025494816256894082
53,0.106,0.06836893894109969,0.9907631197329289,9.328388483884815,0.21677703666688,-0.022400145538687084,-0.026693655988229172
54,0.108,0.06979465311219941,1.0090047491205119,8.935300014756065,0.22393211463586732,-0.023385290212092603,-0.027905836806088716
55,0.11,0.07121439399902792,1.026455395212379,8.536569307414759,0.23107845052357073,-0.02437637906401423,-0.029129698201175582
56,0.112,0.07262838278292752,1.0431047712076038,8.133170133918497,0.23820636242756255,-0.02537181011237204,-0.030363559600228483
