0.000000000000000000e+00,0.000000000000000000e+00,1.197225027230564649e-05,3.594648434354699718e-02,1.087716183442659574e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-03,9.569786009182546148e-08,1.556374811297903062e-04,1.437829809146982940e-01,4.355294650083165256e-03,0.000000000000000000e+00,-3.078763264392032685e-10
4.000000000000000083e-03,7.655702874979150048e-07,5.866174191904680339e-04,2.875501944051687131e-01,8.721662098795966017e-03,0.000000000000000000e+00,-2.093068241494827562e-09
6.000000000000000125e-03,2.583728884820533618e-06,1.304864802647523513e-03,4.312858747756018740e-01,1.309911725542123491e-02,0.000000000000000000e+00,-6.831257039015240127e-09
8.000000000000000167e-03,6.124159332140112828e-06,2.310300867580209871e-03,5.749742597904363706e-01,1.748717125134816724e-02,0.000000000000000000e+00,-1.599554604785274979e-08
1.000000000000000021e-02,1.196065844302337030e-05,3.602815356600507033e-03,7.185995924010721847e-01,2.188533407869771782e-02,0.000000000000000000e+00,-3.105562222250389752e-08
1.200000000000000025e-02,2.066677124124473517e-05,5.182266530912142850e-03,8.621461224626875142e-01,2.629311464774569326e-02,0.000000000000000000e+00,-5.347692222103448303e-08
1.400000000000000029e-02,3.281572806507692622e-05,7.048481185921589426e-03,1.005598108490637355e+00,3.071002084567386534e-02,0.000000000000000000e+00,-8.471980101315689629e-08
1.600000000000000033e-02,4.898038170616456224e-05,9.201254670137340441e-03,1.148939819351670888e+00,3.513555959346705698e-02,0.000000000000000000e+00,-1.262387034159741260e-07
1.800000000000000211e-02,6.973314458973443658e-05,1.164035090769493901e-02,1.292155536019671258e+00,3.956923690489085738e-02,0.000000000000000000e+00,-1.794813389532198028e-07
2.000000000000000042e-02,9.564592600315370997e-05,1.436550242421191434e-02,1.435229553265823466e+00,4.401055794360052981e-02,0.000000000000000000e+00,-2.458878604323455278e-07
2.199999999999999872e-02,1.272900693795854467e-04,1.737641037611573763e-02,1.578146181409594062e+00,4.845902708220719418e-02,0.000000000000000000e+00,-3.268900466313710456e-07
