,t,θ,dθ,ddθ,trq,w1,w2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002,9.589681505303639e-07,0.0014366605089675456,1.432999413487958,0.002124160647321353,-5.919178294342052e-07,-6.713570750679821e-07
2,0.004,7.641842004115435e-06,0.005715815535525683,2.8417309989187403,0.004384312057293545,-4.715289793893989e-06,-5.348531552312694e-06
3,0.006,2.568204855388969e-05,0.01278440392064404,4.221697752731025,0.0067935375477998,-1.5840925990368067e-05,-1.7969931090342075e-05
4,0.008,6.059801587777107e-05,0.022580548303714795,5.568583834537216,0.009364206953202217,-3.7361445890777145e-05,-4.238742092162077e-05
5,0.01,0.00011777591625137903,0.035033937111760755,6.878273984596957,0.012107944154359816,-7.257851009171925e-05,-8.235253146415938e-05
6,0.012,0.0002024532110737387,0.05006624387344525,8.14687141273993,0.015035597994389145,-0.0001246906153440992,-0.00014150328159644168
7,0.014,0.00031970306912734183,0.06759158069548761,9.370714056035373,0.018157216591594597,-0.00019678150439961622,-0.00022335167332186717
8,0.016,0.00047441972317401136,0.08751698254944851,10.546389118372778,0.021482025045012204,-0.0002918092377520837,-0.000331271908643187
9,0.018000000000000002,0.0006713048230218043,0.10974291885949149,11.670745821499972,0.025018406512933127,-0.00041259596965155645,-0.0004684893742982783
10,0.02,0.0009148548360487877,0.13416382875748348,12.740906313764333,0.028773886630654364,-0.0005618184658718606,-0.000638070434624519
11,0.022,0.0012093495388067154,0.1606686762810991,13.754274699622961,0.03275512122058215,-0.0007419993956618543,-0.0008429130672693437
12,0.024,0.001558841635815431,0.18914152173351062,14.708544169736461,0.036967887235708645,-0.0009554994251524428,-0.0010857383707989986
13,0.026000000000000002,0.00196714753406782,0.21946210539941305,15.601702227950177,0.04141707686640505,-0.001204510134269746,-0.0013690829675256234
14,0.028,0.0024378392941566615,0.25150643982089027,16.4320340275211,0.04610669473042511,-0.0014910477739639454,-0.0016952923191233833
15,0.03,0.002974237771378186,0.28514740687690765,17.198123844400968,0.05103985805697246,-0.001816947875346206,-0.002066514966885034
16,0.032,0.003579406952718989,0.3202553559806666,17.89885473008178,0.056218799767631965,-0.002183860717174111,-0.002484697702826856
17,0.034,0.004256149488357373,0.35669869980804086,18.533406400315176,0.061644874349869525,-0.0025932476530787954,-0.002951581672326015
18,0.036000000000000004,0.005007003409256023,0.3943445040959016,19.101251428805647,0.06731856641262544,-0.0030463782950216024,-0.0034686994036111666
19,0.038,0.005834240015648535,0.43305906819920215,19.60214982664782,0.07323950180821254,-0.0035443285447392127,-0.004037372754262633
20,0.04,0.006739862914767564,0.4727084932679019,20.03614209874398,0.07940646120024597,-0.004087979460415493,-0.004658711759947673
21,0.042,0.007725608180073931,0.5131592350967038,20.403540877630803,0.08581739595360954,-0.004678016941534321,-0.005333614365950564
22,0.044,0.008792945598557964,0.5542786389095179,20.704921243017463,0.09246944621946283,-0.005314932210845632,-0.006062767017684147
23,0.046,0.009943080967429796,0.5959354535639289,20.94110984185876,0.0993589610859536,-0.005999023068638675,-0.006846646082312936
24,0.048,0.011176959396718564,0.6380003228959736,21.11317292894752,0.10648152066357003,-0.006730395891080204,-0.007685520069897816
25,0.05,0.012495269569984471,0.6803462521695302,21.22240345181237,0.11383195997289662,-0.007508968341255864,-0.008579452619104574
26,0.052000000000000005,0.013898448911525241,0.7228490478448889,21.27030730617778,0.12140439450188406,-0.008334472758761346,-0.009528306209515084
27,0.054,0.015386689605141456,0.7653877291349593,21.258588889412888,0.12919224729954681,-0.009206460191233732,-0.010531746559948837
28,0.056,0.016959945406716682,0.8078449100725635,21.18913607932459,0.13718827747324217,-0.01012430502909702,-0.011589247669948
29,0.058,0.01861793919057023,0.8501071510659103,21.0640047643944,0.14538460995731045,-0.01108721020301996,-0.012700097459701852
30,0.06,0.020360171167744193,0.892065279169353,20.885403049198125,0.15377276642183696,-0.012094212902146906,-0.01386340396218337
31,0.062,0.022185927713086563,0.9336146765407941,20.655675255365644,0.16234369719161085,-0.01314419077005821,-0.015078102020135866
32,0.064,0.024094290737173847,0.9746555367936685,20.37728583412372,0.17108781404697632,-0.014235868534637904,-0.016342960439771667
33,0.066,0.02608414753875872,1.0150930891784684,20.05280330132087,0.17999502378016832,-0.01536782502756252,-0.017656589552615922
34,0.068,0.02815420107351974,1.054837790744849,19.684884299957076,0.1890547623829033,-0.016538500548963494,-0.01901744913683255
35,0.07,0.030302980575394503,1.0938054868389753,19.276257888739092,0.19825602974341494,-0.017746204532941845,-0.02042385664958911
36,0.07200000000000001,0.03252885246768153,1.1319175404808453,18.829710148159926,0.20758742473379152,-0.01898912347001147,-0.02187399572253508
37,0.074,0.034830031502364016,1.1691009313420064,18.348069188162032,0.2170371805713731,-0.020265329043198808,-0.023365924873263014
38,0.076,0.037204592067709645,1.2052883252044144,17.834190633692955,0.22659320034108532,-0.0215727864354125,-0.02489758638667354
39,0.078,0.03965047960611418,1.240418114925926,17.290943656496164,0.23624309256892573,-0.022909362766797687,-0.026466815321450503
40,0.08,0.04216552208633275,1.2744344340665055,16.72119761339997,0.24597420674036785,-0.024272835622084477,-0.028071348598348925
41,0.082,0.044747441476672783,1.3072871444416347,16.127809343254732,0.2557736686611897,-0.02566090162940902,-0.029708834128682467
42,0.084,0.047393865168348225,1.3389317989656675,15.51361116661957,0.2656284155621793,-0.02707118505370618,-0.03137683994324495
43,0.08600000000000001,0.05010233730100779,1.369329581228102,14.8813996243799,0.2755252308532913,-0.028501246369525255,-0.033072863283889316
44,0.088,0.0528703299454,1.3984472233103793,14.233924983766126,0.28545077843712363,-0.02994859077998291,-0.03479433962209327
45,0.09,0.0556952541012069,1.4262569034002406,13.573881532800053,0.29539163649604894,-0.031410676650520594,-0.03653865157104205
46,0.092,0.058574470471228005,1.4527361247955772,12.90389867707406,0.30533433067193366,-0.03288492382815729,-0.03830313766003251
47,0.094,0.06150529997630501,1.4778675779106631,12.226532846019273,0.31526536656212745,-0.03436872181900405,-0.04008510094232898
48,0.096,0.06448503397861141,1.5016389869056088,11.544260209478848,0.3251712614602605,-0.03585943779891536,-0.041881817409959186
49,0.098,0.0675109441841733,1.5240429425554927,10.859470199503688,0.3350385752753432,-0.03735442443427848,-0.04369054419130998
50,0.1,0.07058029219870257,1.5450767229599751,10.174459826857376,0.34485394056770785,-0.038851027492067904,-0.04550852750974935
51,0.10200000000000001,0.07369033871400618,1.5647421036681375,9.49142877676579,0.3546040916454236,-0.04034659322040457,-0.047333010383847594
52,0.10400000000000001,0.07683835230534533,1.5830451587577914,8.812475263992777,0.3642758926699581,-0.041838475482943935,-0.04916124005208119
53,0.106,0.08002161782315902,1.599996054364695,8.139592623363358,0.373856364725016,-0.04332404263246195,-0.05099047510716434
54,0.108,0.08323744436550272,1.615608836105722,7.474666608392706,0.38333271180762507,-0.04480068411100155,-0.052817992327353805
55,0.11,0.08648317282038906,1.6299012117823677,6.819473367703763,0.39269234570567324,-0.046265816765875205,-0.0546410931942011
56,0.112,0.08975618296992312,1.6428943306877004,6.1756780664168796,0.4019229097311543,-0.047716890872682764,-0.05645711008827355
57,0.114,0.0930539001507072,1.6546125607721789,5.5448341176568405,0.4110123012833903,-0.0491513958582907,-0.058263412156324294
58,0.116,0.09637380146742926,1.6650832648523208,4.928382987722976,0.41994869322138695,-0.05056686571842298,-0.06005741084525387
59,0.11800000000000001,0.0997134215588425,1.6743365769721037,4.327654537289468,0.4287205540292708,-0.05196088412613034,-0.06183656509996837
60,0.12,0.10307035791748792,1.6824051799508115,3.743867860215274,0.4373166667634027,-0.0533310892289293,-0.06359838622389577
61,0.122,0.10644227576650361,1.6893240850737787,3.1781325811220107,0.4457261467742587,-0.0546751781338326,-0.0653404424024715
62,0.124,0.10982691249869567,1.6951304148045816,2.6314505728162048,0.4539384582004915,-0.05599091108082655,-0.0670603628913436
63,0.126,0.1132220816847299,1.6998631893196758,2.1047180548575,0.46194342923672904,-0.057276115306587,-0.06875584187237663
