,t,θ,dθ,ddθ,trq,w1,w2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002,1.4292624187036807e-06,0.0021401400761662066,2.1324198803176886,0.0031610513938589695,-8.822245529269854e-07,-1.0006248603330082e-06
2,0.004,1.1370658386458719e-05,0.008494594243766872,4.212231841847896,0.006500090017481109,-7.0161395003329045e-06,-7.958375590890607e-06
3,0.006,3.8139375737857564e-05,0.018945863244220533,6.227260805065413,0.010026483024557178,-2.3524749550472387e-05,-2.668646142452949e-05
4,0.008,8.979170310265166e-05,0.03335277981424371,8.166029581343727,0.013748251029927189,-5.53606050738401e-05,-6.280792735522095e-05
5,0.01,0.0001740791510002706,0.05155199562852563,10.017848373651637,0.01767207497120564,-0.00010727444172457484,-0.00012172107938056009
6,0.012,0.0002984057190334067,0.07335963699068851,11.772893884089825,0.02180331040891401,-0.00018378591581230918,-0.00020856723601103398
7,0.014,0.000469788625360825,0.09857310770638007,13.422277278939543,0.026146008412730085,-0.00028915664769501854,-0.0003282010407153193
8,0.016,0.0006948227701218389,0.12697301625896326,14.958100448159701,0.030702942191262742,-0.00042736575634800313,-0.0004851635374993036
9,0.018000000000000002,0.000979649157726281,0.1583252034720708,16.373500186546362,0.03547563864868535,-0.0006020880376649173,-0.0006836581776966825
10,0.02,0.0013299274546736918,0.1923828462884355,17.662680114188078,0.04046441409152165,-0.0008166749074534916,-0.0009275298908295127
11,0.022,0.0017508128105853669,0.22888861311739764,18.820930340676995,0.0456684133605589,-0.001074138197991644,-0.0012202473166271885
12,0.024,0.0022469370211675066,0.2675768463935975,19.84463505725569,0.0510856517238179,-0.0013771368648905148,-0.001564888259511052
13,0.026000000000000002,0.002822394063592179,0.30817574852908913,20.73126841048939,0.05671305893423205,-0.001727966629333226,-0.0019641283915781014
14,0.028,0.003480729987961145,0.35040954830696885,21.479379167311542,0.06254652492768097,-0.0021285525499594223,-0.002420233195840592
15,0.03,0.00422493710372951,0.39400062592775137,22.088564821982747,0.06858094671091768,-0.0025804444891502063,-0.0029350531086506514
16,0.032,0.005057452357775734,0.43867157634706744,22.559435918669624,0.07481027606245358,-0.0030848154106007347,-0.0035100217892679825
17,0.034,0.005980159761700863,0.4841471921980476,22.89357146751789,0.08122756774060107,-0.00364246241916878,-0.004146157415771663
18,0.036000000000000004,0.006994396690342514,0.5301563494351417,23.093466416282396,0.08782502795986752,-0.004253810430328986,-0.004844066880277156
19,0.038,0.00810096384173243,0.5764337808273313,23.162472203287706,0.09459406295820386,-0.004918918335365407,-0.005603952732942818
20,0.04,0.009300138621065766,0.6227217245268983,23.104731460708734,0.1015253275321355,-0.0056374875098681825,-0.006425622703723739
21,0.042,0.010591691687860333,0.668771437104266,22.925107960287992,0.10860877346360392,-0.006408872497280365,-0.007308501613383219
22,0.044,0.011974906386453344,0.714344562630697,22.629112897477476,0.11583369780096524,-0.007232093686233289,-0.008251645470974513
23,0.046,0.013448600765333822,0.7592143515712463,22.222828595763787,0.12318879098672997,-0.008105851790229277,-0.009253757543873283
24,0.048,0.015011151880478356,0.8031667253857045,21.712830682098765,0.13066218484639786,-0.009028543930848478,-0.01031320617843808
25,0.05,0.016660522071726875,0.8460011847936867,21.106109738618606,0.1382415004664231,-0.009998281120998957,-0.011428044144417948
26,0.052000000000000005,0.01839428689912146,0.8875315616136628,20.40999337710872,0.14591389599549273,-0.011012906942684116,-0.012596029274185613
27,0.054,0.02020966442779814,0.9275866159106223,19.632069612986605,0.15366611440265313,-0.01207001721418397,-0.013814646168587012
28,0.056,0.022103545555193973,0.9660104818633359,18.78011233703082,0.16148453121921164,-0.013166980444262793,-0.015081128744466467
29,0.058,0.02407252508269371,1.0026629672743361,17.862009597802768,0.16935520227978626,-0.014300958875828412,-0.01639248340452929
30,0.06,0.026112933245054225,1.0374197129822595,16.885695317759854,0.17726391146237921,-0.01546892992816304,-0.017745512617897904
31,0.062,0.028220867424646832,1.0701722195898937,15.859084973453536,0.18519621840897454,-0.016667707855194686,-0.019136838709247345
32,0.064,0.030392223793385083,1.1008277498886194,14.790015676813898,0.19313750618795122,-0.01789396544704718,-0.020562927665507515
33,0.066,0.03262272864277701,1.1293091161412507,13.686191002083595,0.20107302883854883,-0.0191442556130578,-0.022020112781525415
34,0.068,0.034907969181495226,1.1555543619838782,12.555130813020302,0.2089879587166476,-0.020415032696349304,-0.02350461797952606
35,0.07,0.037243423599828934,1.179516349129759,11.404126258909747,0.21686743354105892,-0.021702673382656728,-0.025012580651437983
